SampleID,Region,Sub-region,Latitude (decimal),Longitude (decimal),Sample type,Sampling depth,Salinity,Temperature,Dissolved oxygen,Sample filtered,Sampling date (start),Sampling date (stop),Decay-correction date,Nuclide,Value type,Activity or MDA,Uncertainty,Unit
9448,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1984-09-15,,,137Cs,=,5435.95,10.87,Bq/m3
9457,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1984-11-15,,,137Cs,=,4721.13,14.16,Bq/m3
9459,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1984-12-15,,,137Cs,=,2506.92,7.52,Bq/m3
9464,North Atlantic Ocean,Irish Sea,53.32,-3.78,WATE,0,33.177,,,NA,1980-04-17,,,137Cs,=,965.11,10.62,Bq/m3
7684,North Atlantic Ocean,Irish Sea,52.05,-5.08,WATE,3,,,,NA,1975-12-07,,,137Cs,=,173.53,,Bq/m3
7685,North Atlantic Ocean,Irish Sea,52.17,-5.67,WATE,3,,,,NA,1975-12-07,,,137Cs,=,126.91,,Bq/m3
7686,North Atlantic Ocean,Irish Sea,52.2,-6.08,WATE,3,,,,NA,1975-12-07,,,137Cs,=,116.18,,Bq/m3
7753,North Atlantic Ocean,Irish Sea,52.17,-5.67,WATE,3,34.623,,,NA,1976-03-24,,,137Cs,=,364.82,,Bq/m3
7754,North Atlantic Ocean,Irish Sea,52.2,-6.08,WATE,3,34.113,,,NA,1976-03-24,,,137Cs,=,190.18,,Bq/m3
7760,North Atlantic Ocean,Irish Sea,52.05,-5.08,WATE,3,34.188,,,NA,1976-04-11,,,137Cs,=,1114.81,,Bq/m3
7761,North Atlantic Ocean,Irish Sea,52.17,-5.67,WATE,3,34.5,,,NA,1976-04-11,,,137Cs,=,466.2,,Bq/m3
7166,North Atlantic Ocean,Irish Sea,54.55,-3.58,WATE,0,,,,NA,1979-04-20,,,137Cs,=,8381.61,16.76,Bq/m3
7167,North Atlantic Ocean,Irish Sea,54.65,-3.55,WATE,0,,,,NA,1979-04-20,,,137Cs,=,6567.25,19.7,Bq/m3
8054,North Atlantic Ocean,Irish Sea,54.47,-3.35,WATE,3,33.995,,,NA,1977-06-15,,,137Cs,=,5259.03,5.26,Bq/m3
8060,North Atlantic Ocean,Irish Sea,52.17,-5.67,WATE,3,34.563,,,NA,1977-06-27,,,137Cs,=,42.03,0.92,Bq/m3
8061,North Atlantic Ocean,Irish Sea,52.2,-6.08,WATE,3,34.388,,,NA,1977-06-27,,,137Cs,=,461.8,1.85,Bq/m3
8062,North Atlantic Ocean,Irish Sea,54.47,-3.35,WATE,3,34.149,,,NA,1977-07-15,,,137Cs,=,2305.95,2.31,Bq/m3
7266,North Atlantic Ocean,Irish Sea,54.73,-3.47,WATE,0,,,,NA,1979-11-21,,,137Cs,=,7300.08,14.6,Bq/m3
7267,North Atlantic Ocean,Irish Sea,54.88,-3.37,WATE,0,,,,NA,1979-11-21,,,137Cs,=,4485.55,8.97,Bq/m3
7268,North Atlantic Ocean,Irish Sea,53.32,-3.78,WATE,0,,,,NA,1979-11-21,,,137Cs,=,2053.28,8.21,Bq/m3
7269,North Atlantic Ocean,Irish Sea,53.33,-3.4,WATE,0,,,,NA,1979-11-21,,,137Cs,=,3885.34,7.77,Bq/m3
7275,North Atlantic Ocean,Irish Sea,53.9,-3.03,WATE,0,,,,NA,1979-11-22,,,137Cs,=,9302.9,9.3,Bq/m3
7278,North Atlantic Ocean,Irish Sea,54.12,-3.27,WATE,0,,,,NA,1979-11-22,,,137Cs,=,15113.5,15.11,Bq/m3
7367,North Atlantic Ocean,Irish Sea,52.2,-6.08,WATE,3,,,,NA,1975-03-11,,,137Cs,=,65.49,,Bq/m3
7176,North Atlantic Ocean,Irish Sea,53.43,-3.05,WATE,0,,,,NA,1979-06-10,,,137Cs,=,3616.15,7.23,Bq/m3
7177,North Atlantic Ocean,Irish Sea,53.32,-3.78,WATE,0,,,,NA,1979-06-12,,,137Cs,=,1788.82,7.16,Bq/m3
7178,North Atlantic Ocean,Irish Sea,53.33,-3.4,WATE,0,,,,NA,1979-06-12,,,137Cs,=,3485.73,6.97,Bq/m3
7800,North Atlantic Ocean,Irish Sea,54.47,-3.35,WATE,3,33.923,,,NA,1976-06-15,,,137Cs,=,2971.84,,Bq/m3
7805,North Atlantic Ocean,Irish Sea,52.17,-5.67,WATE,3,,,,NA,1976-06-28,,,137Cs,=,571.54,6.29,Bq/m3
7806,North Atlantic Ocean,Irish Sea,52.2,-6.08,WATE,3,,,,NA,1976-06-28,,,137Cs,=,294.41,5.89,Bq/m3
8307,North Atlantic Ocean,Irish Sea,52.05,-5.08,WATE,3,34.525,,,NA,1978-07-05,,,137Cs,=,68.67,0.96,Bq/m3
8308,North Atlantic Ocean,Irish Sea,52.17,-5.67,WATE,3,34.711,,,NA,1978-07-05,,,137Cs,=,44.88,0.94,Bq/m3
8309,North Atlantic Ocean,Irish Sea,52.2,-6.08,WATE,3,34.66,,,NA,1978-07-05,,,137Cs,=,55.43,0.94,Bq/m3
8323,North Atlantic Ocean,Irish Sea,52.2,-6.08,WATE,3,34.803,,,NA,1978-07-31,,,137Cs,=,67.04,1.01,Bq/m3
8243,North Atlantic Ocean,Irish Sea,52.05,-5.08,WATE,3,34.728,,,NA,1978-04-10,,,137Cs,=,49.1,0.93,Bq/m3
8251,North Atlantic Ocean,Irish Sea,54.47,-3.35,WATE,3,32.97,,,NA,1978-04-16,,,137Cs,=,12394.37,12.39,Bq/m3
6727,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1976-01-11,,,137Cs,=,19802.4,,Bq/m3
6728,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,,,,NA,1976-01-11,,,137Cs,=,93351,,Bq/m3
6729,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1976-01-15,,,137Cs,=,45362,,Bq/m3
6730,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1976-01-15,,,137Cs,=,23791,,Bq/m3
6736,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1976-02-15,,,137Cs,=,29407.6,,Bq/m3
6737,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,31.665,,,NA,1976-03-03,,,137Cs,=,16061.7,,Bq/m3
6738,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1976-03-15,,,137Cs,=,22829,,Bq/m3
6739,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1976-03-15,,,137Cs,=,29119,,Bq/m3
6744,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1976-04-15,,,137Cs,=,26233,,Bq/m3
6802,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,,,,NA,1977-01-04,,,137Cs,=,10735.33,32.21,Bq/m3
6805,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1977-01-15,,,137Cs,=,33010.7,66.02,Bq/m3
6806,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1977-01-15,,,137Cs,=,43604.13,87.21,Bq/m3
6811,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1977-02-03,,,137Cs,=,13286.89,26.57,Bq/m3
6812,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1977-02-10,,,137Cs,=,13388.56,26.78,Bq/m3
6813,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,31.582,,,NA,1977-02-10,,,137Cs,=,30946.21,61.89,Bq/m3
6819,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,30.943,,,NA,1977-02-17,,,137Cs,=,28086.63,56.17,Bq/m3
6861,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1977-04-15,,,137Cs,=,16420.93,32.84,Bq/m3
6869,North Atlantic Ocean,Irish Sea,54.43,-3.53,WATE,0,27.519,,,NA,1977-04-20,,,137Cs,=,26583.28,53.17,Bq/m3
6870,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,30.628,,,NA,1977-04-20,,,137Cs,=,28050.55,56.1,Bq/m3
6871,North Atlantic Ocean,Irish Sea,54.37,-3.47,WATE,0,28.981,,,NA,1977-04-20,,,137Cs,=,23811.31,47.62,Bq/m3
6872,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,31.906,,,NA,1977-04-20,,,137Cs,=,37153.55,74.31,Bq/m3
6873,North Atlantic Ocean,Irish Sea,54.23,-3.38,WATE,0,31.982,,,NA,1977-04-20,,,137Cs,=,37239.39,74.48,Bq/m3
6930,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1977-08-15,,,137Cs,=,54748.53,54.75,Bq/m3
6931,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1977-08-15,,,137Cs,=,21506.03,21.51,Bq/m3
6997,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,7.594,,,NA,1978-03-08,,,137Cs,=,2330.22,6.99,Bq/m3
6998,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,30.189,,,NA,1978-03-15,,,137Cs,=,25784.45,25.78,Bq/m3
7004,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,23.81,,,NA,1978-03-20,,,137Cs,=,5946.46,5.95,Bq/m3
7005,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,27.836,,,NA,1978-04-03,,,137Cs,=,9765.59,19.53,Bq/m3
7264,North Atlantic Ocean,Irish Sea,54.55,-3.58,WATE,0,,,,NA,1979-11-21,,,137Cs,=,8161.51,16.32,Bq/m3
7070,North Atlantic Ocean,Irish Sea,54.03,-2.9,WATE,0,27.115,,,NA,1978-09-08,,,137Cs,=,10546.04,21.09,Bq/m3
7072,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,,,,NA,1978-09-12,,,137Cs,=,1721.24,12.05,Bq/m3
7078,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,28.315,,,NA,1978-09-15,,,137Cs,=,33176.01,33.18,Bq/m3
7079,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,30.683,,,NA,1978-09-28,,,137Cs,=,17964.46,17.96,Bq/m3
7087,North Atlantic Ocean,Irish Sea,53.4,-4.45,WATE,0,33.624,,,NA,1978-10-15,,,137Cs,=,2650.16,5.3,Bq/m3
7156,North Atlantic Ocean,Irish Sea,53.4,-4.45,WATE,0,33.717,,,NA,1979-04-19,,,137Cs,=,942.21,5.65,Bq/m3
7157,North Atlantic Ocean,Irish Sea,53.32,-3.78,WATE,0,32.886,,,NA,1979-04-19,,,137Cs,=,1921.96,5.77,Bq/m3
7162,North Atlantic Ocean,Irish Sea,54.03,-2.9,WATE,0,,,,NA,1979-04-20,,,137Cs,=,6901.89,13.8,Bq/m3
7163,North Atlantic Ocean,Irish Sea,54.22,-3.33,WATE,0,,,,NA,1979-04-20,,,137Cs,=,7852.27,15.7,Bq/m3
7164,North Atlantic Ocean,Irish Sea,54.4,-3.5,WATE,0,,,,NA,1979-04-20,,,137Cs,=,28942.8,28.94,Bq/m3
7165,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1979-04-20,,,137Cs,=,15643.7,31.29,Bq/m3
8059,North Atlantic Ocean,Irish Sea,52.05,-5.08,WATE,3,34.217,,,NA,1977-06-27,,,137Cs,=,87.69,1.4,Bq/m3
7265,North Atlantic Ocean,Irish Sea,53.4,-4.5,WATE,0,,,,NA,1979-11-21,,,137Cs,=,941.14,3.76,Bq/m3
7270,North Atlantic Ocean,Irish Sea,54.87,-3.58,WATE,0,,,,NA,1979-11-21,,,137Cs,=,6081.5,12.16,Bq/m3
7271,North Atlantic Ocean,Irish Sea,53.43,-3.05,WATE,0,,,,NA,1979-11-21,,,137Cs,=,4913.35,9.83,Bq/m3
7272,North Atlantic Ocean,Irish Sea,54.77,-3.95,WATE,0,,,,NA,1979-11-22,,,137Cs,=,5968.76,11.94,Bq/m3
7273,North Atlantic Ocean,Irish Sea,53.6,-3.05,WATE,0,,,,NA,1979-11-22,,,137Cs,=,7121.03,7.12,Bq/m3
7274,North Atlantic Ocean,Irish Sea,54.68,-4.35,WATE,0,,,,NA,1979-11-22,,,137Cs,=,2535.14,7.61,Bq/m3
7279,North Atlantic Ocean,Irish Sea,54.22,-3.33,WATE,0,,,,NA,1979-11-22,,,137Cs,=,26022.8,26.02,Bq/m3
7281,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1979-12-15,,,137Cs,=,15909.6,15.91,Bq/m3
7282,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1979-12-15,,,137Cs,=,23940,23.94,Bq/m3
7365,North Atlantic Ocean,Irish Sea,52.05,-5.08,WATE,3,,,,NA,1975-03-11,,,137Cs,=,167.98,,Bq/m3
7366,North Atlantic Ocean,Irish Sea,52.17,-5.67,WATE,3,,,,NA,1975-03-11,,,137Cs,=,74,,Bq/m3
7171,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1979-05-15,,,137Cs,=,28782.7,28.78,Bq/m3
7172,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1979-05-15,,,137Cs,=,22244.9,22.24,Bq/m3
7179,North Atlantic Ocean,Irish Sea,53.4,-4.5,WATE,0,,,,NA,1979-06-13,,,137Cs,=,1718.84,5.16,Bq/m3
7181,North Atlantic Ocean,Irish Sea,53.3,-4.62,WATE,0,,,,NA,1979-06-14,,,137Cs,=,1249.34,3.75,Bq/m3
6604,North Atlantic Ocean,Irish Sea,53.73,-3.83,WATE,3,33.626,,,NA,1974-11-22,,,137Cs,=,7496.2,,Bq/m3
6605,North Atlantic Ocean,Irish Sea,53.73,-3.83,WATE,35,33.631,,,NA,1974-11-22,,,137Cs,=,6759.9,,Bq/m3
6610,North Atlantic Ocean,Irish Sea,53.73,-4.38,WATE,3,33.918,,,NA,1974-11-22,,,137Cs,=,1042.29,,Bq/m3
6611,North Atlantic Ocean,Irish Sea,53.73,-4.38,WATE,46,33.953,,,NA,1974-11-22,,,137Cs,=,973.1,,Bq/m3
6612,North Atlantic Ocean,Irish Sea,53.9,-4.95,WATE,3,34.077,,,NA,1974-11-22,,,137Cs,=,1559.18,,Bq/m3
6613,North Atlantic Ocean,Irish Sea,53.9,-4.95,WATE,61,34.08,,,NA,1974-11-22,,,137Cs,=,1544.01,,Bq/m3
6619,North Atlantic Ocean,Irish Sea,54.23,-4.77,WATE,21,34.08,,,NA,1974-11-23,,,137Cs,=,1346.43,,Bq/m3
6620,North Atlantic Ocean,Irish Sea,53.9,-5.53,WATE,3,34.193,,,NA,1974-11-23,,,137Cs,=,790.32,,Bq/m3
6621,North Atlantic Ocean,Irish Sea,53.9,-5.53,WATE,98,34.186,,,NA,1974-11-23,,,137Cs,=,618.64,,Bq/m3
6552,North Atlantic Ocean,Irish Sea,54.65,-4.63,WATE,3,34.065,,,NA,1974-11-21,,,137Cs,=,1327.93,,Bq/m3
6553,North Atlantic Ocean,Irish Sea,54.65,-4.63,WATE,20,33.77,,,NA,1974-11-21,,,137Cs,=,1151.44,,Bq/m3
6554,North Atlantic Ocean,Irish Sea,54.6,-4.12,WATE,3,33.736,,,NA,1974-11-21,,,137Cs,=,3648.57,,Bq/m3
8550,North Atlantic Ocean,Irish Sea,54.47,-3.35,WATE,3,,,,NA,1979-06-15,,,137Cs,=,817.28,2.45,Bq/m3
8877,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1983-07-15,,,137Cs,=,10829.63,21.66,Bq/m3
8883,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1983-09-15,,,137Cs,=,9455.45,18.91,Bq/m3
8893,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,32.423,,,NA,1983-11-17,,,137Cs,=,6571.49,26.29,Bq/m3
9444,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1984-05-15,,,137Cs,=,6215.72,12.43,Bq/m3
9445,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1984-06-15,,,137Cs,=,4834.03,9.67,Bq/m3
9446,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1984-07-15,,,137Cs,=,4555.02,13.67,Bq/m3
9452,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1984-10-15,,,137Cs,=,5770.57,17.31,Bq/m3
9463,North Atlantic Ocean,Irish Sea,53.32,-3.78,WATE,0,32.555,,,NA,1980-02-25,,,137Cs,=,1289,6.45,Bq/m3
7185,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1979-06-15,,,137Cs,=,24828.9,24.83,Bq/m3
7186,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1979-06-15,,,137Cs,=,30058.6,30.06,Bq/m3
7969,North Atlantic Ocean,Irish Sea,52.2,-6.08,WATE,3,34.357,,,NA,1977-02-14,,,137Cs,=,150.29,2.86,Bq/m3
7977,North Atlantic Ocean,Irish Sea,54.47,-3.35,WATE,3,,,,NA,1977-02-19,,,137Cs,=,2797.46,5.59,Bq/m3
7551,North Atlantic Ocean,Irish Sea,52.05,-5.08,WATE,3,34.634,,,NA,1975-08-15,,,137Cs,=,93.61,,Bq/m3
7552,North Atlantic Ocean,Irish Sea,52.17,-5.67,WATE,3,34.969,,,NA,1975-08-15,,,137Cs,=,171.31,,Bq/m3
7553,North Atlantic Ocean,Irish Sea,52.2,-6.08,WATE,3,34.657,,,NA,1975-08-15,,,137Cs,=,169.83,,Bq/m3
7562,North Atlantic Ocean,Irish Sea,54.47,-3.35,WATE,3,33.513,,,NA,1975-08-15,,,137Cs,=,2515.63,,Bq/m3
6606,North Atlantic Ocean,Irish Sea,53.4,-3.83,WATE,3,32.892,,,NA,1974-11-22,,,137Cs,=,8661.7,,Bq/m3
6607,North Atlantic Ocean,Irish Sea,53.4,-3.83,WATE,17,,,,NA,1974-11-22,,,137Cs,=,8976.2,,Bq/m3
6608,North Atlantic Ocean,Irish Sea,53.57,-4.12,WATE,3,33.678,,,NA,1974-11-22,,,137Cs,=,1720.13,,Bq/m3
6609,North Atlantic Ocean,Irish Sea,53.57,-4.12,WATE,40,33.669,,,NA,1974-11-22,,,137Cs,=,1305.73,,Bq/m3
6614,North Atlantic Ocean,Irish Sea,54.23,-5.52,WATE,3,34.106,,,NA,1974-11-23,,,137Cs,=,1083.73,,Bq/m3
6615,North Atlantic Ocean,Irish Sea,54.23,-5.52,WATE,28,34.067,,,NA,1974-11-23,,,137Cs,=,1042.66,,Bq/m3
6616,North Atlantic Ocean,Irish Sea,54.23,-5.1,WATE,3,34.091,,,NA,1974-11-23,,,137Cs,=,1180.67,,Bq/m3
6617,North Atlantic Ocean,Irish Sea,54.23,-5.1,WATE,118,34.137,,,NA,1974-11-23,,,137Cs,=,956.82,,Bq/m3
6618,North Atlantic Ocean,Irish Sea,54.23,-4.77,WATE,3,34.089,,,NA,1974-11-23,,,137Cs,=,1282.05,,Bq/m3
6550,North Atlantic Ocean,Irish Sea,54.45,-4.38,WATE,3,33.972,,,NA,1974-11-21,,,137Cs,=,2115.29,,Bq/m3
6551,North Atlantic Ocean,Irish Sea,54.45,-4.38,WATE,32,33.994,,,NA,1974-11-21,,,137Cs,=,2188.18,,Bq/m3
6556,North Atlantic Ocean,Irish Sea,54.73,-3.83,WATE,3,31.527,,,NA,1974-11-21,,,137Cs,=,6456.5,,Bq/m3
6557,North Atlantic Ocean,Irish Sea,54.73,-3.83,WATE,5,31.778,,,NA,1974-11-21,,,137Cs,=,6796.9,,Bq/m3
6558,North Atlantic Ocean,Irish Sea,54.53,-3.68,WATE,3,32.241,,,NA,1974-11-21,,,137Cs,=,23776.2,,Bq/m3
6559,North Atlantic Ocean,Irish Sea,54.53,-3.68,WATE,16,33.005,,,NA,1974-11-21,,,137Cs,=,33507.2,,Bq/m3
6564,North Atlantic Ocean,Irish Sea,54.35,-3.82,WATE,3,33.27,,,NA,1974-11-21,,,137Cs,=,5746.1,,Bq/m3
6565,North Atlantic Ocean,Irish Sea,54.35,-3.82,WATE,34,33.749,,,NA,1974-11-21,,,137Cs,=,18788.6,,Bq/m3
6566,North Atlantic Ocean,Irish Sea,54.25,-3.7,WATE,3,33.471,,,NA,1974-11-21,,,137Cs,=,8232.5,,Bq/m3
7902,North Atlantic Ocean,Irish Sea,52.05,-5.08,WATE,3,,,,NA,1976-11-01,,,137Cs,=,106.45,6.39,Bq/m3
7903,North Atlantic Ocean,Irish Sea,52.17,-5.67,WATE,3,,,,NA,1976-11-01,,,137Cs,=,58.13,4.01,Bq/m3
7904,North Atlantic Ocean,Irish Sea,52.2,-6.08,WATE,3,,,,NA,1976-11-01,,,137Cs,=,312.13,6.55,Bq/m3
6684,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1975-01-15,,,137Cs,=,23524.6,,Bq/m3
6748,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,31.837,,,NA,1976-05-15,,,137Cs,=,29089.4,,Bq/m3
6749,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,25.059,,,NA,1976-05-20,,,137Cs,=,8850.4,,Bq/m3
6750,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,34.735,,,NA,1976-06-08,,,137Cs,=,37703,,Bq/m3
6751,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1976-06-15,,,137Cs,=,55796,,Bq/m3
6759,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1976-07-15,,,137Cs,=,34410,,Bq/m3
6760,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1976-07-15,,,137Cs,=,38961,,Bq/m3
7821,North Atlantic Ocean,Irish Sea,52.05,-5.08,WATE,3,,,,NA,1976-07-29,,,137Cs,=,746.7,6.72,Bq/m3
6823,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,31.583,,,NA,1977-02-17,,,137Cs,=,2423.54,4.85,Bq/m3
6824,North Atlantic Ocean,Irish Sea,54.37,-3.47,WATE,0,32.136,,,NA,1977-02-17,,,137Cs,=,2541.23,5.08,Bq/m3
6825,North Atlantic Ocean,Irish Sea,54.43,-3.53,WATE,0,32.204,,,NA,1977-02-17,,,137Cs,=,2435.41,4.87,Bq/m3
7762,North Atlantic Ocean,Irish Sea,52.2,-6.08,WATE,3,34.645,,,NA,1976-04-11,,,137Cs,=,207.57,,Bq/m3
7834,North Atlantic Ocean,Irish Sea,52.05,-5.08,WATE,3,,,,NA,1976-08-09,,,137Cs,=,935.8,7.49,Bq/m3
7835,North Atlantic Ocean,Irish Sea,52.17,-5.67,WATE,3,,,,NA,1976-08-09,,,137Cs,=,487.66,6.83,Bq/m3
7836,North Atlantic Ocean,Irish Sea,52.2,-6.08,WATE,3,,,,NA,1976-08-09,,,137Cs,=,430.49,6.89,Bq/m3
7938,North Atlantic Ocean,Irish Sea,54.47,-3.35,WATE,3,,,,NA,1976-12-16,,,137Cs,=,7788.5,,Bq/m3
8011,North Atlantic Ocean,Irish Sea,52.05,-5.08,WATE,3,,,,NA,1977-04-04,,,137Cs,=,36.89,3.14,Bq/m3
9339,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,29.606,,,NA,1980-02-15,,,137Cs,=,27452,27.45,Bq/m3
6826,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,32.139,,,NA,1977-02-17,,,137Cs,=,2619.16,7.86,Bq/m3
6832,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,31.822,,,NA,1977-03-03,,,137Cs,=,22210.03,66.63,Bq/m3
6833,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,30.723,,,NA,1977-03-11,,,137Cs,=,8901.72,17.8,Bq/m3
6834,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,31.3,,,NA,1977-03-11,,,137Cs,=,13214.29,26.43,Bq/m3
6877,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1977-05-15,,,137Cs,=,27324.61,54.65,Bq/m3
6883,North Atlantic Ocean,Irish Sea,53.65,-3.02,WATE,0,30.092,,,NA,1977-05-18,,,137Cs,=,3851.4,7.7,Bq/m3
6884,North Atlantic Ocean,Irish Sea,53.4,-4.5,WATE,0,33.972,,,NA,1977-05-19,,,137Cs,=,3003.36,9.01,Bq/m3
6885,North Atlantic Ocean,Irish Sea,53.43,-3.05,WATE,0,29.368,,,NA,1977-05-19,,,137Cs,=,1567.47,4.7,Bq/m3
6890,North Atlantic Ocean,Irish Sea,54.23,-3.38,WATE,0,32.84,,,NA,1977-05-23,,,137Cs,=,21851.46,43.7,Bq/m3
6891,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,32.55,,,NA,1977-05-23,,,137Cs,=,40132.05,80.26,Bq/m3
6892,North Atlantic Ocean,Irish Sea,54.37,-3.47,WATE,0,32.53,,,NA,1977-05-23,,,137Cs,=,37741.11,75.48,Bq/m3
6893,North Atlantic Ocean,Irish Sea,54.55,-3.58,WATE,0,32.37,,,NA,1977-05-23,,,137Cs,=,8197.65,24.59,Bq/m3
6857,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,31.834,,,NA,1977-04-05,,,137Cs,=,30581.65,61.16,Bq/m3
7737,North Atlantic Ocean,Irish Sea,54.47,-3.35,WATE,3,32.859,,,NA,1976-02-19,,,137Cs,=,8665.4,,Bq/m3
7752,North Atlantic Ocean,Irish Sea,52.05,-5.08,WATE,3,34.316,,,NA,1976-03-24,,,137Cs,=,879.12,,Bq/m3
6935,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,,,,NA,1977-09-12,,,137Cs,=,18991.99,18.99,Bq/m3
6940,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,32.062,,,NA,1977-09-15,,,137Cs,=,35272.02,35.27,Bq/m3
6941,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,32.197,,,NA,1977-09-15,,,137Cs,=,19807.17,19.81,Bq/m3
6942,North Atlantic Ocean,Irish Sea,54.03,-2.9,WATE,0,32.435,,,NA,1977-09-19,,,137Cs,=,15176.92,30.35,Bq/m3
6943,North Atlantic Ocean,Irish Sea,53.33,-3.4,WATE,0,32.498,,,NA,1977-09-21,,,137Cs,=,5920.85,5.92,Bq/m3
6944,North Atlantic Ocean,Irish Sea,53.32,-3.78,WATE,0,31.34,,,NA,1977-09-21,,,137Cs,=,4405.89,8.81,Bq/m3
9340,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,30.763,,,NA,1980-03-15,,,137Cs,=,10501.4,10.5,Bq/m3
9341,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1980-04-15,,,137Cs,=,76114.6,76.11,Bq/m3
9342,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,32.673,,,NA,1980-05-15,,,137Cs,=,130519,130.52,Bq/m3
9347,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,27.844,,,NA,1980-10-15,,,137Cs,=,27549.4,27.55,Bq/m3
9348,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,31.764,,,NA,1980-11-15,,,137Cs,=,48109.4,48.11,Bq/m3
