SampleID,Region,Sub-region,Latitude (decimal),Longitude (decimal),Sample type,Sampling depth,Salinity,Temperature,Dissolved oxygen,Sample filtered,Sampling date (start),Sampling date (stop),Decay-correction date,Nuclide,Value type,Activity or MDA,Uncertainty,Unit
5921,North Atlantic Ocean,Irish Sea,54.47,-3.63,WATE,0,33.047,,,NA,1973-09-13,,,137Cs,=,15802.7,,Bq/m3
5924,North Atlantic Ocean,Irish Sea,54.4,-3.6,WATE,0,33.073,,,NA,1973-09-13,,,137Cs,=,17434.4,,Bq/m3
5929,North Atlantic Ocean,Irish Sea,54.32,-3.48,WATE,0,33.146,,,NA,1973-09-13,,,137Cs,=,4255,,Bq/m3
4559,North Atlantic Ocean,Irish Sea,52.05,-5.08,WATE,0,,,,NA,1973-11-20,,,137Cs,=,68.08,,Bq/m3
4560,North Atlantic Ocean,Irish Sea,52.17,-5.67,WATE,0,,,,NA,1973-11-20,,,137Cs,=,60.68,,Bq/m3
4561,North Atlantic Ocean,Irish Sea,52.2,-6.08,WATE,0,,,,NA,1973-11-20,,,137Cs,=,37,,Bq/m3
4576,North Atlantic Ocean,Irish Sea,52.2,-6.08,WATE,3,,,,NA,1974-01-01,,,137Cs,=,31.82,,Bq/m3
4604,North Atlantic Ocean,Irish Sea,52.17,-5.67,WATE,3,,,,NA,1974-03-26,,,137Cs,=,24.01,,Bq/m3
4668,North Atlantic Ocean,Irish Sea,52.05,-5.08,WATE,3,,,,NA,1974-09-27,,,137Cs,=,17.76,,Bq/m3
4669,North Atlantic Ocean,Irish Sea,52.17,-5.67,WATE,3,,,,NA,1974-09-27,,,137Cs,=,23.16,,Bq/m3
4670,North Atlantic Ocean,Irish Sea,52.2,-6.08,WATE,3,,,,NA,1974-09-27,,,137Cs,=,34.15,,Bq/m3
4760,North Atlantic Ocean,Irish Sea,54.65,-4.95,WATE,3,33.981,,,NA,1970-05-27,,,137Cs,=,176.49,,Bq/m3
4761,North Atlantic Ocean,Irish Sea,54.65,-4.95,WATE,28,33.023,,,NA,1970-05-27,,,137Cs,=,769.97,,Bq/m3
4762,North Atlantic Ocean,Irish Sea,54.65,-4.95,WATE,52,34.129,,,NA,1970-05-27,,,137Cs,=,508.01,,Bq/m3
4763,North Atlantic Ocean,Irish Sea,54.63,-4.6,WATE,3,33.41,,,NA,1970-05-27,,,137Cs,=,3478,,Bq/m3
4793,North Atlantic Ocean,Irish Sea,54.37,-3.82,WATE,34,33.161,,,NA,1970-05-28,,,137Cs,=,3589.37,,Bq/m3
4835,North Atlantic Ocean,Irish Sea,53.57,-3.53,WATE,3,32.206,,,NA,1970-05-30,,,137Cs,=,1423.76,,Bq/m3
4836,North Atlantic Ocean,Irish Sea,53.57,-3.53,WATE,15,32.783,,,NA,1970-05-30,,,137Cs,=,878.75,,Bq/m3
4837,North Atlantic Ocean,Irish Sea,53.57,-3.53,WATE,26,32.642,,,NA,1970-05-30,,,137Cs,=,863.95,,Bq/m3
4845,North Atlantic Ocean,Irish Sea,53.57,-4.12,WATE,,,,,NA,1970-05-30,,,137Cs,=,439.19,,Bq/m3
4852,North Atlantic Ocean,Irish Sea,53.98,-4.92,WATE,,,,,NA,1970-05-30,,,137Cs,=,260.85,,Bq/m3
4885,North Atlantic Ocean,Irish Sea,54.47,-3.62,WATE,1,,,,NA,1970-10-27,,,137Cs,=,2693.6,,Bq/m3
4886,North Atlantic Ocean,Irish Sea,54.43,-3.58,WATE,1,,,,NA,1970-10-27,,,137Cs,=,4107,,Bq/m3
2371,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1962-01-08,,,137Cs,=,166.87,,Bq/m3
2372,North Atlantic Ocean,Irish Sea,54.43,-3.53,WATE,0,,,,NA,1962-01-08,,,137Cs,=,179.82,,Bq/m3
2373,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1962-01-22,,,137Cs,=,186.48,,Bq/m3
2378,North Atlantic Ocean,Irish Sea,54.43,-3.53,WATE,0,,,,NA,1962-02-22,,,137Cs,=,182.41,,Bq/m3
2379,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1962-03-08,,,137Cs,=,805.86,,Bq/m3
2380,North Atlantic Ocean,Irish Sea,54.43,-3.53,WATE,0,,,,NA,1962-03-08,,,137Cs,=,402.93,,Bq/m3
2381,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1962-03-22,,,137Cs,=,682.28,,Bq/m3
2386,North Atlantic Ocean,Irish Sea,54.43,-3.53,WATE,0,,,,NA,1962-04-22,,,137Cs,=,1134.79,,Bq/m3
2387,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1962-05-08,,,137Cs,=,1349.39,,Bq/m3
2388,North Atlantic Ocean,Irish Sea,54.43,-3.53,WATE,0,,,,NA,1962-05-08,,,137Cs,=,1774.15,,Bq/m3
2420,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1962-12-22,,,137Cs,=,342.25,,Bq/m3
2422,North Atlantic Ocean,Irish Sea,54.43,-3.53,WATE,0,,,,NA,1962-12-23,,,137Cs,=,472.12,,Bq/m3
2423,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1963-01-08,,,137Cs,=,1412.29,,Bq/m3
2428,North Atlantic Ocean,Irish Sea,54.43,-3.53,WATE,0,,,,NA,1963-01-26,,,137Cs,=,1175.12,,Bq/m3
2429,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1963-01-26,,,137Cs,=,1767.49,,Bq/m3
2430,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,,,,NA,1963-01-26,,,137Cs,=,2645.87,,Bq/m3
2431,North Atlantic Ocean,Irish Sea,54.12,-3.27,WATE,0,,,,NA,1963-01-26,,,137Cs,=,736.3,,Bq/m3
2436,North Atlantic Ocean,Irish Sea,54.12,-3.27,WATE,0,,,,NA,1963-02-06,,,137Cs,=,1118.88,,Bq/m3
2437,North Atlantic Ocean,Irish Sea,54.7,-3.5,WATE,0,,,,NA,1963-02-21,,,137Cs,=,70.3,,Bq/m3
2438,North Atlantic Ocean,Irish Sea,54.55,-3.58,WATE,0,,,,NA,1963-02-21,,,137Cs,=,93.24,,Bq/m3
2439,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1963-02-21,,,137Cs,=,440.3,,Bq/m3
2440,North Atlantic Ocean,Irish Sea,54.43,-3.53,WATE,0,,,,NA,1963-02-21,,,137Cs,=,1071.89,,Bq/m3
2478,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1963-04-20,,,137Cs,=,421.06,,Bq/m3
2479,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,,,,NA,1963-04-20,,,137Cs,=,338.92,,Bq/m3
2480,North Atlantic Ocean,Irish Sea,54.12,-3.27,WATE,0,,,,NA,1963-04-20,,,137Cs,=,399.23,,Bq/m3
2481,North Atlantic Ocean,Irish Sea,54.73,-3.45,WATE,0,,,,NA,1963-05-04,,,137Cs,=,414.4,,Bq/m3
2486,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,,,,NA,1963-05-04,,,137Cs,=,249.38,,Bq/m3
2487,North Atlantic Ocean,Irish Sea,54.12,-3.27,WATE,0,,,,NA,1963-05-04,,,137Cs,=,277.87,,Bq/m3
2488,North Atlantic Ocean,Irish Sea,54.7,-3.5,WATE,0,,,,NA,1963-05-25,,,137Cs,=,193.51,,Bq/m3
2489,North Atlantic Ocean,Irish Sea,54.55,-3.58,WATE,0,,,,NA,1963-05-25,,,137Cs,=,212.75,,Bq/m3
2490,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1963-05-25,,,137Cs,=,526.88,,Bq/m3
2495,North Atlantic Ocean,Irish Sea,54.7,-3.5,WATE,0,,,,NA,1963-06-08,,,137Cs,=,157.62,,Bq/m3
2496,North Atlantic Ocean,Irish Sea,54.55,-3.58,WATE,0,,,,NA,1963-06-08,,,137Cs,=,223.11,,Bq/m3
2497,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1963-06-08,,,137Cs,=,379.62,,Bq/m3
2498,North Atlantic Ocean,Irish Sea,54.43,-3.53,WATE,0,,,,NA,1963-06-08,,,137Cs,=,542.42,,Bq/m3
2530,North Atlantic Ocean,Irish Sea,54.7,-3.5,WATE,0,,,,NA,1963-08-24,,,137Cs,=,120.99,,Bq/m3
2531,North Atlantic Ocean,Irish Sea,54.55,-3.58,WATE,0,,,,NA,1963-08-24,,,137Cs,=,329.67,,Bq/m3
2537,North Atlantic Ocean,Irish Sea,54.55,-3.58,WATE,0,,,,NA,1963-09-08,,,137Cs,=,281.57,,Bq/m3
4927,North Atlantic Ocean,Irish Sea,54.45,-4.4,WATE,3,33.495,,,NA,1971-10-03,,,137Cs,=,2027.23,,Bq/m3
4928,North Atlantic Ocean,Irish Sea,54.45,-4.4,WATE,18,33.628,,,NA,1971-10-03,,,137Cs,=,1832.24,,Bq/m3
4929,North Atlantic Ocean,Irish Sea,54.45,-4.4,WATE,33,33.646,,,NA,1971-10-03,,,137Cs,=,1890.7,,Bq/m3
4930,North Atlantic Ocean,Irish Sea,54.23,-4.12,WATE,3,33.72,,,NA,1971-10-03,,,137Cs,=,885.41,,Bq/m3
4935,North Atlantic Ocean,Irish Sea,54.6,-4.12,WATE,53,33.369,,,NA,1971-10-03,,,137Cs,=,2828.28,,Bq/m3
4936,North Atlantic Ocean,Irish Sea,54.73,-3.83,WATE,3,32.584,,,NA,1971-10-03,,,137Cs,=,3718.5,,Bq/m3
4937,North Atlantic Ocean,Irish Sea,54.73,-3.83,WATE,10,32.833,,,NA,1971-10-03,,,137Cs,=,4432.6,,Bq/m3
4938,North Atlantic Ocean,Irish Sea,54.73,-3.83,WATE,17,32.842,,,NA,1971-10-03,,,137Cs,=,4669.4,,Bq/m3
4943,North Atlantic Ocean,Irish Sea,54.43,-3.58,WATE,10,32.481,,,NA,1971-10-03,,,137Cs,=,24856.6,,Bq/m3
4944,North Atlantic Ocean,Irish Sea,54.43,-3.58,WATE,18,32.661,,,NA,1971-10-03,,,137Cs,=,20346.3,,Bq/m3
4968,North Atlantic Ocean,Irish Sea,54.23,-4.75,WATE,10,34.042,,,NA,1971-10-05,,,137Cs,=,593.48,,Bq/m3
4969,North Atlantic Ocean,Irish Sea,54.23,-4.75,WATE,17,34.041,,,NA,1971-10-05,,,137Cs,=,539.83,,Bq/m3
4970,North Atlantic Ocean,Irish Sea,54.23,-5.1,WATE,3,34.941,,,NA,1971-10-05,,,137Cs,=,762.57,,Bq/m3
4971,North Atlantic Ocean,Irish Sea,54.23,-5.1,WATE,62,33.91,,,NA,1971-10-05,,,137Cs,=,809.19,,Bq/m3
4977,North Atlantic Ocean,Irish Sea,53.9,-4.38,WATE,29,34.074,,,NA,1971-10-05,,,137Cs,=,456.95,,Bq/m3
4978,North Atlantic Ocean,Irish Sea,53.9,-4.38,WATE,55,34.06,,,NA,1971-10-05,,,137Cs,=,460.28,,Bq/m3
4979,North Atlantic Ocean,Irish Sea,53.9,-3.95,WATE,3,34.03,,,NA,1971-10-05,,,137Cs,=,421.43,,Bq/m3
4980,North Atlantic Ocean,Irish Sea,53.9,-3.95,WATE,22,34.021,,,NA,1971-10-05,,,137Cs,=,444.74,,Bq/m3
5002,North Atlantic Ocean,Irish Sea,53.57,-4.12,WATE,42,34.074,,,NA,1971-10-06,,,137Cs,=,382.95,,Bq/m3
5003,North Atlantic Ocean,Irish Sea,53.4,-3.83,WATE,3,33.735,,,NA,1971-10-06,,,137Cs,=,758.13,,Bq/m3
5004,North Atlantic Ocean,Irish Sea,53.4,-3.83,WATE,21,33.715,,,NA,1971-10-06,,,137Cs,=,795.5,,Bq/m3
5005,North Atlantic Ocean,Irish Sea,53.4,-3.83,WATE,39,33.734,,,NA,1971-10-06,,,137Cs,=,753.32,,Bq/m3
5010,North Atlantic Ocean,Irish Sea,53.6,-3.25,WATE,7,32.155,,,NA,1971-10-07,,,137Cs,=,3165.72,,Bq/m3
5011,North Atlantic Ocean,Irish Sea,53.6,-3.25,WATE,11,32.193,,,NA,1971-10-07,,,137Cs,=,3206.79,,Bq/m3
5018,North Atlantic Ocean,Irish Sea,54.55,-3.68,WATE,0,,,,NA,1972-03-22,,,137Cs,=,3378.1,,Bq/m3
5019,North Atlantic Ocean,Irish Sea,54.47,-3.6,WATE,0,,,,NA,1972-03-22,,,137Cs,=,3109.85,,Bq/m3
5020,North Atlantic Ocean,Irish Sea,54.43,-3.58,WATE,0,,,,NA,1972-03-22,,,137Cs,=,3469.49,,Bq/m3
5061,North Atlantic Ocean,Irish Sea,52,-5.47,WATE,0,34.751,,,NA,1972-05-18,,,137Cs,=,34.78,,Bq/m3
5062,North Atlantic Ocean,Irish Sea,52,-5.47,WATE,38,34.753,,,NA,1972-05-18,,,137Cs,=,34.04,,Bq/m3
5063,North Atlantic Ocean,Irish Sea,52,-5.47,WATE,76,34.791,,,NA,1972-05-18,,,137Cs,=,30.71,,Bq/m3
5069,North Atlantic Ocean,Irish Sea,52.28,-6.15,WATE,48,34.707,,,NA,1972-05-18,,,137Cs,=,48.1,,Bq/m3
5070,North Atlantic Ocean,Irish Sea,52.58,-6.05,WATE,0,34.201,,,NA,1972-05-18,,,137Cs,=,225.7,,Bq/m3
5071,North Atlantic Ocean,Irish Sea,52.58,-6.05,WATE,16,34.211,,,NA,1972-05-18,,,137Cs,=,242.35,,Bq/m3
5094,North Atlantic Ocean,Irish Sea,52.58,-4.4,WATE,0,33.926,,,NA,1972-05-19,,,137Cs,=,131.35,,Bq/m3
5095,North Atlantic Ocean,Irish Sea,52.58,-4.4,WATE,9,33.93,,,NA,1972-05-19,,,137Cs,=,122.47,,Bq/m3
5096,North Atlantic Ocean,Irish Sea,52.58,-4.4,WATE,18,33.936,,,NA,1972-05-19,,,137Cs,=,143.19,,Bq/m3
5097,North Atlantic Ocean,Irish Sea,53.07,-4.52,WATE,0,34.456,,,NA,1972-05-19,,,137Cs,=,131.35,,Bq/m3
5102,North Atlantic Ocean,Irish Sea,53.07,-4.97,WATE,73,34.613,,,NA,1972-05-19,,,137Cs,=,131.35,,Bq/m3
2538,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1963-09-08,,,137Cs,=,437.71,,Bq/m3
2539,North Atlantic Ocean,Irish Sea,54.43,-3.53,WATE,0,,,,NA,1963-09-08,,,137Cs,=,469.53,,Bq/m3
2540,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1963-09-08,,,137Cs,=,572.02,,Bq/m3
2545,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1963-09-21,,,137Cs,=,307.47,,Bq/m3
2546,North Atlantic Ocean,Irish Sea,54.43,-3.53,WATE,0,,,,NA,1963-09-21,,,137Cs,=,439.56,,Bq/m3
2547,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1963-09-21,,,137Cs,=,633.44,,Bq/m3
2548,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,,,,NA,1963-09-21,,,137Cs,=,707.44,,Bq/m3
2553,North Atlantic Ocean,Irish Sea,54.43,-3.53,WATE,0,,,,NA,1963-10-07,,,137Cs,=,130.98,,Bq/m3
2554,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1963-10-07,,,137Cs,=,170.57,,Bq/m3
2555,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,,,,NA,1963-10-07,,,137Cs,=,317.46,,Bq/m3
2556,North Atlantic Ocean,Irish Sea,54.12,-3.27,WATE,0,,,,NA,1963-10-07,,,137Cs,=,334.85,,Bq/m3
2587,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1963-12-07,,,137Cs,=,173.16,,Bq/m3
2588,North Atlantic Ocean,Irish Sea,54.43,-3.53,WATE,0,,,,NA,1963-12-07,,,137Cs,=,18.87,,Bq/m3
2589,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1963-12-07,,,137Cs,=,69.19,,Bq/m3
2590,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,,,,NA,1963-12-07,,,137Cs,=,234.95,,Bq/m3
2595,North Atlantic Ocean,Irish Sea,54.43,-3.53,WATE,0,,,,NA,1964-01-11,,,137Cs,=,437.71,,Bq/m3
2596,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1964-01-11,,,137Cs,=,294.89,,Bq/m3
2597,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,,,,NA,1964-01-11,,,137Cs,=,185,,Bq/m3
2598,North Atlantic Ocean,Irish Sea,54.12,-3.27,WATE,0,,,,NA,1964-01-11,,,137Cs,=,168.35,,Bq/m3
2603,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1964-01-26,,,137Cs,=,946.09,,Bq/m3
2604,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,,,,NA,1964-01-26,,,137Cs,=,516.15,,Bq/m3
2605,North Atlantic Ocean,Irish Sea,54.12,-3.27,WATE,0,,,,NA,1964-01-26,,,137Cs,=,200.54,,Bq/m3
2606,North Atlantic Ocean,Irish Sea,54.7,-3.5,WATE,0,,,,NA,1964-02-08,,,137Cs,=,118.03,,Bq/m3
2607,North Atlantic Ocean,Irish Sea,54.55,-3.58,WATE,0,,,,NA,1964-02-08,,,137Cs,=,68.08,,Bq/m3
2612,North Atlantic Ocean,Irish Sea,54.12,-3.27,WATE,0,,,,NA,1964-02-08,,,137Cs,=,502.83,,Bq/m3
2645,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1964-04-25,,,137Cs,=,541.68,,Bq/m3
2646,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,,,,NA,1964-04-25,,,137Cs,=,355.2,,Bq/m3
2647,North Atlantic Ocean,Irish Sea,54.12,-3.27,WATE,0,,,,NA,1964-04-25,,,137Cs,=,455.1,,Bq/m3
2648,North Atlantic Ocean,Irish Sea,54.7,-3.5,WATE,0,,,,NA,1964-05-10,,,137Cs,=,226.81,,Bq/m3
2654,North Atlantic Ocean,Irish Sea,54.12,-3.27,WATE,0,,,,NA,1964-05-10,,,137Cs,=,268.99,,Bq/m3
2655,North Atlantic Ocean,Irish Sea,54.7,-3.5,WATE,0,,,,NA,1964-05-24,,,137Cs,=,257.89,,Bq/m3
2656,North Atlantic Ocean,Irish Sea,54.55,-3.58,WATE,0,,,,NA,1964-05-24,,,137Cs,=,285.27,,Bq/m3
2657,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1964-05-24,,,137Cs,=,954.6,,Bq/m3
2662,North Atlantic Ocean,Irish Sea,54.7,-3.5,WATE,0,,,,NA,1964-06-07,,,137Cs,=,258.26,,Bq/m3
2663,North Atlantic Ocean,Irish Sea,54.55,-3.58,WATE,0,,,,NA,1964-06-07,,,137Cs,=,358.16,,Bq/m3
2664,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1964-06-07,,,137Cs,=,1077.44,,Bq/m3
2665,North Atlantic Ocean,Irish Sea,54.43,-3.53,WATE,0,,,,NA,1964-06-07,,,137Cs,=,1147.37,,Bq/m3
2698,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1964-08-12,,,137Cs,=,2086.06,,Bq/m3
2699,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1964-08-19,,,137Cs,=,590.89,,Bq/m3
2704,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,,,,NA,1964-08-23,,,137Cs,=,454.73,,Bq/m3
2705,North Atlantic Ocean,Irish Sea,54.12,-3.27,WATE,0,,,,NA,1964-08-23,,,137Cs,=,445.85,,Bq/m3
2706,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1964-08-26,,,137Cs,=,382.58,,Bq/m3
2707,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1964-09-02,,,137Cs,=,1202.13,,Bq/m3
2712,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1964-09-05,,,137Cs,=,1538.46,,Bq/m3
2713,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,,,,NA,1964-09-05,,,137Cs,=,1250.23,,Bq/m3
2714,North Atlantic Ocean,Irish Sea,54.12,-3.27,WATE,0,,,,NA,1964-09-05,,,137Cs,=,486.18,,Bq/m3
2715,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1964-09-09,,,137Cs,=,1918.82,,Bq/m3
2720,North Atlantic Ocean,Irish Sea,54.43,-3.53,WATE,0,,,,NA,1964-09-23,,,137Cs,=,782.92,,Bq/m3
2721,North Atlantic Ocean,Irish Sea,54.32,-3.42,WATE,0,,,,NA,1964-09-23,,,137Cs,=,863.21,,Bq/m3
2722,North Atlantic Ocean,Irish Sea,54.12,-3.27,WATE,0,,,,NA,1964-09-23,,,137Cs,=,600.14,,Bq/m3
2723,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1964-09-23,,,137Cs,=,1092.61,,Bq/m3
2724,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1964-09-30,,,137Cs,=,2534.5,,Bq/m3
2782,North Atlantic Ocean,Irish Sea,54.55,-3.58,WATE,0,,,,NA,1965-01-23,,,137Cs,=,240.5,,Bq/m3
2788,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1965-01-27,,,137Cs,=,609.39,,Bq/m3
2789,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1965-02-03,,,137Cs,=,338.18,,Bq/m3
2790,North Atlantic Ocean,Irish Sea,54.7,-3.5,WATE,0,,,,NA,1965-02-06,,,137Cs,=,222.74,,Bq/m3
2797,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1965-02-10,,,137Cs,=,328.93,,Bq/m3
2798,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1965-02-17,,,137Cs,=,327.45,,Bq/m3
2799,North Atlantic Ocean,Irish Sea,54.12,-3.27,WATE,0,,,,NA,1965-02-17,,,137Cs,=,394.05,,Bq/m3
2804,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,,,,NA,1965-02-20,,,137Cs,=,494.32,,Bq/m3
2806,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1965-02-24,,,137Cs,=,497.28,,Bq/m3
2807,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1965-03-03,,,137Cs,=,236.43,,Bq/m3
2838,North Atlantic Ocean,Irish Sea,54.7,-3.5,WATE,0,,,,NA,1965-04-24,,,137Cs,=,229.77,,Bq/m3
2839,North Atlantic Ocean,Irish Sea,54.55,-3.58,WATE,0,,,,NA,1965-04-24,,,137Cs,=,200.54,,Bq/m3
2840,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1965-04-24,,,137Cs,=,244.57,,Bq/m3
2841,North Atlantic Ocean,Irish Sea,54.43,-3.53,WATE,0,,,,NA,1965-04-24,,,137Cs,=,215.34,,Bq/m3
2846,North Atlantic Ocean,Irish Sea,54.55,-3.58,WATE,0,,,,NA,1965-05-08,,,137Cs,=,208.68,,Bq/m3
2847,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1965-05-08,,,137Cs,=,237.54,,Bq/m3
2848,North Atlantic Ocean,Irish Sea,54.43,-3.53,WATE,0,,,,NA,1965-05-08,,,137Cs,=,812.89,,Bq/m3
2849,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,,,,NA,1965-05-08,,,137Cs,=,273.43,,Bq/m3
2854,North Atlantic Ocean,Irish Sea,54.7,-3.5,WATE,0,,,,NA,1965-05-22,,,137Cs,=,173.9,,Bq/m3
2855,North Atlantic Ocean,Irish Sea,54.55,-3.58,WATE,0,,,,NA,1965-05-22,,,137Cs,=,245.68,,Bq/m3
2856,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1965-05-22,,,137Cs,=,512.45,,Bq/m3
2857,North Atlantic Ocean,Irish Sea,54.43,-3.53,WATE,0,,,,NA,1965-05-22,,,137Cs,=,614.57,,Bq/m3
2863,North Atlantic Ocean,Irish Sea,54.7,-3.5,WATE,0,,,,NA,1965-06-05,,,137Cs,=,173.16,,Bq/m3
2864,North Atlantic Ocean,Irish Sea,54.55,-3.58,WATE,0,,,,NA,1965-06-05,,,137Cs,=,339.66,,Bq/m3
2896,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,,,,NA,1965-08-07,,,137Cs,=,633.44,,Bq/m3
2897,North Atlantic Ocean,Irish Sea,54.12,-3.27,WATE,0,,,,NA,1965-08-07,,,137Cs,=,443.63,,Bq/m3
2899,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1965-08-11,,,137Cs,=,828.8,,Bq/m3
2904,North Atlantic Ocean,Irish Sea,54.43,-3.53,WATE,0,,,,NA,1965-08-21,,,137Cs,=,1060.42,,Bq/m3
2905,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,,,,NA,1965-08-21,,,137Cs,=,580.9,,Bq/m3
2906,North Atlantic Ocean,Irish Sea,54.12,-3.27,WATE,0,,,,NA,1965-08-21,,,137Cs,=,321.53,,Bq/m3
2913,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1965-09-08,,,137Cs,=,334.48,,Bq/m3
2914,North Atlantic Ocean,Irish Sea,54.43,-3.53,WATE,0,,,,NA,1965-09-08,,,137Cs,=,637.88,,Bq/m3
2915,North Atlantic Ocean,Irish Sea,54.33,-3.38,WATE,0,,,,NA,1965-09-08,,,137Cs,=,966.07,,Bq/m3
2916,North Atlantic Ocean,Irish Sea,54.12,-3.27,WATE,0,,,,NA,1965-09-08,,,137Cs,=,1287.97,,Bq/m3
2955,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1965-11-17,,,137Cs,=,1767.86,,Bq/m3
2956,North Atlantic Ocean,Irish Sea,54.7,-3.5,WATE,0,,,,NA,1965-11-20,,,137Cs,=,169.09,,Bq/m3
2957,North Atlantic Ocean,Irish Sea,54.55,-3.58,WATE,0,,,,NA,1965-11-20,,,137Cs,=,194.25,,Bq/m3
2958,North Atlantic Ocean,Irish Sea,54.48,-3.6,WATE,0,,,,NA,1965-11-20,,,137Cs,=,2057.57,,Bq/m3
2963,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1965-11-24,,,137Cs,=,589.41,,Bq/m3
2964,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1965-12-01,,,137Cs,=,235.32,,Bq/m3
2965,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1965-12-08,,,137Cs,=,5542.6,,Bq/m3
2966,North Atlantic Ocean,Irish Sea,54.7,-3.5,WATE,0,,,,NA,1965-12-08,,,137Cs,=,110.63,,Bq/m3
2971,North Atlantic Ocean,Irish Sea,54.12,-3.27,WATE,0,,,,NA,1965-12-08,,,137Cs,=,1124.43,,Bq/m3
2973,North Atlantic Ocean,Irish Sea,54.38,-3.48,WATE,0,,,,NA,1965-12-15,,,137Cs,=,1618.75,,Bq/m3
